Company Name,Company Site,Company Industries,Report Link,Report Year,Mean Hourly Gap,Median Hourly Gap,Mean Bonus Gap,Median Bonus Gap,Mean Hourly Gap Part Time,Median Hourly Gap Part Time,Mean Hourly Gap Part Temp,Median Hourly Gap Part Temp,Percentage Bonus Paid Female,Percentage Bonus Paid Male,Percentage BIK Paid Female,Percentage BIK Paid Male,Q1 Female,Q1 Male,Q2 Female,Q2 Male,Q3 Female,Q3 Male,Q4 Female,Q4 Male,Percentage Employees Female,Percentage Employees Male,id,companyName,companies_ID,meanBonus,meanHourly,medianBonus,medianHourly,reportLink,year,meanHourlyPT,medianHourlyPT,meanHourlyTemp,medianHourlyTemp,perBonusFemale,perBonusMale,perBIKFemale,perBIKMale,pb1Female,pb1Male,pb2Female,pb2Male,pb3Female,pb3Male,pb4Female,pb4Male,perEmployeesFemale,perEmployeesMale,comment
Irish Prison Service: Prison Grades,https://www.irishprisons.ie/,"Public Service,Government",https://www.irishprisons.ie/wp-content/uploads/documents_pdf/IPS-Gender-Pay-Gap-Report.pdf,2022.0,2.0,1.4,,,-5.2,-1.16,,,,,,,21.0,79.0,19.0,81.0,18.0,82.0,19.0,81.0,19.0,81.0,306,PTSB (Permanent TSB),312,50.8,17.51,17.1,10.54,https://www.permanenttsb.ie/globalassets/csr-project/gender-pay-gap-report.pdf,2022,-43.2,-49.96,7.2,5.9,4.3,1.7,60.8,50.7,57.0,43.0,53.0,47.0,59.0,41.0,39.0,61.0,,,
Irish Rugby Football Union (IRFU),https://www.irishrugby.ie/,Sport,https://d19fc3vd0ojo3m.cloudfront.net/irfu/wp-content/uploads/2023/12/14162818/IRFU-Gender-Pay-Gap-Report-2023.pdf,2022.0,31.0,17.0,65.0,26.0,,,,,89.0,81.0,74.0,86.0,48.0,52.0,24.0,76.0,40.0,60.0,13.0,87.0,31.0,69.0,307,Peter Mark,313,0.0,23.0,,5.0,https://web.archive.org/web/20230922184138/https://www.petermark.ie/gender-pay-report/,2022,-4.0,-6.0,,,0.4,0.0,1.0,13.0,95.0,5.0,93.0,7.0,92.0,8.0,89.0,11.0,,,
Irish Wheelchair Association,https://www.iwa.ie/,Charity,https://www.iwa.ie/app/uploads/2022/12/Irish_Wheelchair_Association_2022_Gender_Pay_Gap_Report_21st_Dec.pdf,2022.0,3.69,-0.49,,,-2.26,-1.34,-3.85,-7.07,,,0.29,2.91,74.05,25.95,78.88,21.12,81.62,18.38,74.64,25.36,,,308,Pfizer Ireland (all legal entities),314,11.5,11.7,-9.3,8.7,https://www.pfizer.ie/files/Pfizer-Ireland-Gender-Pay-gap-Report-2022-002.pdf,2022,,,,,83.1,84.0,87.9,91.2,47.6,52.4,41.5,58.5,38.6,61.4,29.5,70.5,15.0,85.0,
ISS Facility Services Ireland,https://www.issworld.com/en-ie,Facilities Services,https://brand.issworld.com/share/F471B74B-D9DA-4EC5-975CA0E842C28227/?mediaId=8FD7D364-BAFE-4EBD-8D19A4AA3F280A4F,2022.0,18.1,9.1,12.5,29.6,3.8,2.2,0.0,0.0,2.0,7.2,1.0,2.3,84.0,16.0,77.0,23.0,60.0,40.0,45.0,55.0,,,309,PJ Hegarty & Sons,315,60.0,26.0,0.0,29.0,https://www.pjhegarty.ie/wp-content/uploads/2022/12/PJ-Hegarty-Sons-Gender-Pay-Gap-2022-Reduced-Size.pdf,2022,,,,,100.0,100.0,9.0,40.0,18.0,82.0,22.0,78.0,5.0,95.0,7.0,93.0,,,
Jabil Ireland,https://www.jabil.com/,"Technology,Hardware",https://www.jabil.com/dam/jcr:ba8fbb06-84a7-46bc-84d8-900c158e558d/Jabil%20Ireland%20-%20Gender%20Pay%20Gap%20Report%20-%20December%202022.pdf,2022.0,16.2,5.8,45.8,10.4,-13.7,-0.4,5.8,8.8,70.9,75.2,13.4,15.6,32.5,67.5,32.1,67.9,26.1,73.9,22.4,77.6,30.0,70.0,310,PM Group,316,56.3,32.4,36.9,29.4,https://www.pmgroup-global.com/news/gender-pay-gap-report-202/,2022,40.7,30.3,29.9,11.6,89.5,90.7,85.6,89.2,39.4,60.6,46.4,53.6,21.2,78.8,15.1,84.9,31.0,69.0,
Jacobs,https://www.jacobs.com/,Professional Services,https://www.jacobs.com/sites/default/files/2022-12/Ireland_Gender_Pay_Gap_2022_Final_2.pdf,2022.0,28.7,29.3,66.9,43.5,33.0,37.8,11.9,0.0,25.3,21.9,1.8,4.7,44.4,55.6,49.1,50.9,30.4,69.6,13.0,87.0,34.2,65.8,311,PrepayPower Limited,317,-8.96,-10.88,8.48,-6.49,https://www.prepaypower.ie/sites/default/files/2022-12/Gender%20Pay%20Gap%20Report%202022.pdf,2022,-111.62,-108.71,0.0,0.0,89.01,88.76,4.4,1.87,,,,,,,,,,,
Janssen Pharmaceutical Sciences,https://www.janssen.com/ireland/,Pharmaceutical,https://jnj.co.uk/ireland-gender-pay-gap-report-2022,2022.0,15.79,21.56,-1.44,6.46,7.52,0.97,34.64,11.46,97.77,97.66,99.26,99.22,57.0,43.0,29.3,70.7,15.2,84.8,27.3,72.7,,,312,Primark (Penneys),319,63.7,17.1,39.8,0.0,https://primark.a.bigcontent.io/v1/static/Primark-Gender-Pay-Report-2022_IE,2022,-1.6,-0.7,1.4,0.3,6.3,11.9,8.2,13.6,81.7,18.3,78.9,21.1,84.7,15.3,75.9,24.1,,,
Janssen Sciences Ireland,https://www.janssen.com/ireland/,Pharmaceutical,https://jnj.co.uk/ireland-gender-pay-gap-report-2022,2022.0,7.76,12.74,-3.58,-10.84,-83.79,-10.3,-13.82,3.89,90.7,88.52,97.51,96.07,65.4,34.6,38.4,61.6,25.9,74.1,38.2,61.8,,,313,Tailte ?ireann (formerly Property Registration Authority),320,,2.56,,2.79,https://web.archive.org/web/20230209131101/https://www.prai.ie/wp-content/uploads/PRA-Gender-Pay-Gap-Report-2022.pdf,2022,0.02,-3.34,0.0,0.0,,,,,53.38,46.62,69.7,30.3,61.19,38.81,54.55,45.45,49.33,50.67,
JD Sports Fashion,https://www.jdsports.ie/,Retail,https://www.jdplc.com/sites/jd-sportsfashion-plc/files/homepage/esg/governance/gender-pay-gap-reports/2021/ROI-JD-Sports-Fashion-Plc-GPG-2022-Final.pdf,2022.0,-1.04,-0.95,31.85,50.04,,,,,66.0,34.0,70.0,30.0,65.25,34.75,58.69,41.31,62.93,37.07,69.26,30.74,,,314,Public Appointments Service (PAS),321,,-21.45,,-22.59,https://www.publicjobs.ie/documents/PublicAppointmentsServiceGenderPayGapReporting.pdf,2022,19.3,-23.4,0.06,-5.16,,,,,52.94,47.06,53.73,46.27,70.83,29.17,77.78,22.22,63.7,36.3,
JJ Rhatigan,https://www.jjrhatigan.com,Construction,https://www.jjrhatigan.com/media-library/wp-content/uploads/2023/01/JJ-Rhatigan-Gender-Pay-Gap-Report-2022.pdf,2022.0,32.0,34.0,82.78,0.0,,,,,12.54,72.83,3.93,96.07,35.0,65.0,14.0,86.0,9.0,91.0,4.0,96.0,15.0,85.0,315,PricewaterhouseCoopers (PwC),318,12.9,0.9,0.0,-16.6,https://www.pwc.ie/publications/2022/pwc-2022-gender-pay-gap-report.pdf,2022,36.9,57.1,-1.6,-0.3,89.0,87.0,94.0,93.0,49.0,51.0,55.0,45.0,60.0,40.0,53.0,47.0,,,
JLL Ireland,https://www.jll.ie/,Real Estate,https://www.jll.ie/content/dam/jll-com/documents/pdf/other/emea/ireland/jll-ie-gender-pay-gap-report-2022-final.pdf,2022.0,11.5,16.4,22.1,19.2,,,,,73.7,71.1,56.6,55.3,37.3,62.7,33.3,66.7,19.7,80.3,23.9,76.1,0.0,0.0,316,Regeneron,322,28.3,17.4,10.5,10.4,https://www.regeneron.ie/downloads/ireland-gender-pay-gap-report.pdf,2022,,,6.1,6.3,85.9,88.7,89.1,91.2,51.6,48.4,52.1,47.9,47.0,53.0,41.2,58.8,48.0,52.0,
John Paul Construction,https://www.johnpaul.ie/,Construction,https://web.archive.org/web/20230403211231/https://www.johnpaul.ie/wp-content/uploads/Gender-Pay-Gap-Report-2022.pdf,2022.0,13.0,21.0,71.0,11.0,,,,,100.0,100.0,100.0,100.0,32.0,68.0,30.0,70.0,8.0,92.0,4.0,96.0,17.0,83.0,317,Rehab,323,,0.7,,4.0,https://rehab.ie/wp-content/uploads/2022/12/Rehab-Group-Gender-Pay-Gap-Report-2022.pdf,2022,-4.6,-3.7,3.4,2.2,,,0.5,1.9,72.9,27.1,75.4,24.6,75.1,24.9,71.2,28.8,74.0,26.0,
John Sisk and Son,https://www.johnsiskandson.com/,Construction,https://www.johnsiskandson.com/uploads/pdf/Gender-Pay-Gap-Report-Ireland-2022_2022-12-16-154609_nuqr.pdf,2022.0,13.7,23.3,31.7,0.0,,,12.5,1.0,75.9,81.1,20.4,46.2,20.3,79.7,18.82,6.5,93.5,7.7,92.3,0.0,16.0,84.0,318,Respond,324,,22.59,,24.13,https://www.respond.ie/wp-content/uploads/2022/12/Responds-Gender-Pay-Gap-Report-.pdf,2022,15.05,10.38,28.51,7.52,,,,,88.46,11.54,76.92,23.08,66.67,33.33,55.84,44.16,72.0,28.0,
Johnson & Johnson Vision Care,https://jnjvisionpro.co.uk/,Healthcare,https://jnj.co.uk/ireland-gender-pay-gap-report-2022,2022.0,8.22,16.31,-5.52,13.19,,,-8.07,-11.17,85.84,91.41,94.98,95.88,28.2,71.8,13.2,86.8,8.2,91.8,14.7,85.3,,,319,Rexel: Kellihers Electrical,325,35.9,8.5,14.2,9.5,https://s3.eu-west-1.amazonaws.com/s3-media-offload-kellihers.com/wp-content/uploads/2022/12/Kellihers-Pay-Gap-Report-2022.pdf,2022,17.2,14.6,23.0,35.0,81.5,91.8,9.9,18.6,22.0,78.0,28.0,72.0,13.0,87.0,16.0,84.0,19.0,81.0,
Johnson Controls: Silent-Aire,https://www.silent-aire.com/,Manufacturing,https://www.johnsoncontrols.co.uk/-/media/jci/be/united-kingdom/gpg/ta2212001_ireland_gender_pay_gap_digital.pdf,2022.0,-13.4,-14.7,18.5,11.9,,,,,,,,,3.0,97.0,3.0,97.0,8.0,92.0,9.0,91.0,6.0,94.0,320,River Island,326,-100.4,7.6,8.4,10.8,https://images.riverisland.com/image/upload/v1669978111/0_20221202_Gender%20Pay%20Report%202022%20%28ROI%29%20Final.pdf,2022,11.3,13.2,-11.6,-21.6,20.3,13.0,0.5,0.0,86.6,13.4,89.1,10.9,77.3,22.7,82.4,17.6,83.8,16.2,
Johnson Controls: Tyco,https://www.tyco.com/,Security,https://www.johnsoncontrols.co.uk/-/media/jci/be/united-kingdom/gpg/ta2212001_ireland_gender_pay_gap_digital.pdf,2022.0,23.6,31.6,18.5,11.9,58.6,59.1,-22.8,0.0,,,,,53.0,47.0,58.0,42.0,41.0,59.0,24.0,76.0,44.0,56.0,321,Roscommon County Council,327,,-4.11,,-9.47,https://www.roscommoncoco.ie/en/download-it/corporate-affairs1/corporate-affairs-publications/publications/gender-pay-gap-december-2022.pdf,2022,-7.2,-4.33,17.78,35.58,,,,,27.35,72.65,31.58,68.42,36.97,63.03,43.59,56.41,35.0,65.0,
JPMSE Dublin Branch,https://www.jpmorgan.com/global,"Banking,Financial",https://www.jpmorgan.com/disclosures/ireland-gender-pay-gap-report/2022-ireland-gender-pay-gap-report,2022.0,22.4,15.47,46.51,24.57,,,,,85.22,82.3,95.22,92.13,45.95,54.05,45.89,54.11,40.41,59.59,24.66,75.34,,,322,Royal Victoria Eye and Ear Hospital,328,4.31,21.07,0.0,7.43,https://www.rveeh.ie/app/uploads/2022/12/RVEEH-Gender-Pay-Gap-Report-2022.pdf,2022,36.92,26.5,40.44,40.44,75.17,69.52,,,69.0,31.0,88.0,12.0,78.0,22.0,59.6,40.4,73.0,27.0,
KBC Bank Ireland,https://www.kbc.com/en/kbc-ireland.html,"Banking,Financial",https://www.kbc.com/content/dam/kbccom/doc/ireland/20230830-kbc-gender-pay-gap-report-2022.pdf,2022.0,10.75,5.32,4.68,2.07,14.49,5.33,,,91.99,87.52,98.51,98.42,47.29,52.71,53.99,46.01,54.51,45.49,38.41,61.59,,,323,RPS Group Limited,329,34.4,13.1,34.6,14.7,https://www.rpsgroup.com/media/11159/roi-gender-pay-gap-report-2022-final-17122022.pdf,2022,-0.4,14.6,26.7,47.5,2.2,5.1,,,28.3,71.7,27.8,72.2,10.0,90.0,16.7,83.3,24.0,76.0,
Keelings Farms,https://www.keelings.com/,Food & Drink,https://www.keelings.com/keelings-gender-pay-gap-report/,2022.0,3.0,-0.34,74.26,37.23,,,0.4,-0.54,5.76,10.33,0.0,16.42,,,,,,,,,,,324,RSA (Road Safety Authority),330,,5.44,,5.05,https://www.rsa.ie/docs/default-source/about/rsa-gender-pay-gap-reporting-2022_web.pdf?Status=Master&sfvrsn=2412c1a8_3,2022,13.21,21.96,7.18,0.0,,,,,59.8,40.2,32.5,67.5,38.5,61.5,45.3,54.7,45.6,54.4,
Keelings Logistics,https://www.keelings.com/,Food & Drink,https://www.keelings.com/keelings-gender-pay-gap-report/,2022.0,-12.6,-9.0,-469.74,-886.7,-13.52,-1.84,,,5.97,1.31,16.42,11.59,,,,,,,,,,,325,RSA Insurance Ireland (DAC),331,42.8,27.1,50.3,39.2,https://www.rsagroup.ie/sites/default/files/RSA%20Insurance%20Ireland%20%28DAC%29%20Gender%20Pay%20Gap%20Report%202022.pdf,2022,,,,,85.8,88.3,58.0,59.4,64.3,35.7,63.3,36.7,51.0,49.0,37.8,62.2,54.0,46.0,
Keelings Retail,https://www.keelings.com/,Food & Drink,https://www.keelings.com/keelings-gender-pay-gap-report/,2022.0,11.6,3.56,59.07,30.81,-3.02,8.65,4.26,0.52,13.17,13.23,5.76,5.15,,,,,,,,,,,326,RTE,332,0.0,13.03,0.0,11.55,https://about.rte.ie/wp-content/uploads/2022/12/RTE-Gender-Pay-Gap-Report_19122022.pdf,2022,-3.4,-17.0,3.1,8.3,0.11,0.0,0.0,0.1,57.0,43.0,54.0,46.0,40.0,60.0,41.0,59.0,48.0,52.0,
Kellanova (Kellogg Europe Trading Limited),https://www.kellanova.com/us/en/home.html,Food & Drink,https://www.kelloggs.ie/content/dam/europe/kelloggs_ie/pdf/KELLOGGS_GPG_IRELAND.pdf,2022.0,40.32,31.29,67.73,45.65,,,37.09,-15.13,89.0,93.0,88.0,88.0,71.0,29.0,76.0,24.0,67.0,33.0,47.0,53.0,65.0,35.0,327,Ryanair,333,59.0,46.0,14.0,4.0,https://investor.ryanair.com/wp-content/uploads/2022/12/Ryanair-DAC-%E2%80%93-Gender-Pay-Gap-Report-%E2%80%93-2022.pdf,2022,13.0,-54.0,-10.0,-100.0,79.41,23.25,0.0,0.0,23.45,76.55,39.44,60.56,51.47,48.53,6.49,93.51,31.0,69.0,
Kelly Services (IRE) Limited,https://www.kellyservices.ie/,Human Resources,https://www.kellyservices.ie/gender-pay-report-2022,2022.0,46.77,44.59,28.92,-67.83,,,3.93,5.11,24.07,13.52,2.01,0.64,51.0,49.0,54.0,46.0,41.0,59.0,34.0,66.0,,,328,Salesforce Ireland,334,35.0,10.0,28.0,9.0,https://www.salesforce.com/eu/company/equality/2022-report/,2022,,,-11.0,-87.0,86.0,89.0,93.0,95.0,56.0,44.0,42.0,58.0,35.0,65.0,30.0,70.0,37.5,62.5,
Kepak Athleague,https://www.kepak.com/,Food & Drink,https://www.kepak.com/wp-content/uploads/2017/07/2022-12-kepak-GPGR-IRL.pdf,2022.0,9.18,8.79,29.08,-170.39,0.0,0.0,0.0,0.0,40.0,41.0,2.0,11.0,33.0,67.0,21.0,79.0,8.0,92.0,12.0,88.0,,,329,Sanofi: Genzyme Ireland Ltd,335,28.4,8.7,1.3,2.2,https://www.sanofi.ie/dam/jcr:3e3b4eeb-98ce-492b-a1dc-5dd8261f8fd7/22_157%20-%20genzyme%20-%20gender%20pay%20guide%20-%202022%20-%20221208a%20-%20mb.pdf,2022,-267.1,-277.5,-5.1,-12.8,79.6,82.2,82.4,87.9,33.7,66.3,49.0,51.0,44.5,55.5,34.0,66.0,40.0,60.0,
Kepak Clonee,https://www.kepak.com/,Food & Drink,https://www.kepak.com/wp-content/uploads/2017/07/2022-12-kepak-GPGR-IRL.pdf,2022.0,26.11,17.76,67.06,-10.25,34.0,64.0,0.0,0.0,36.0,58.0,2.0,8.0,50.0,50.0,31.0,69.0,16.0,84.0,25.0,75.0,,,330,SAP Landscapes,336,69.03,-10.0,-13.0,-8.9,https://www.saplandscapes.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-2022.pdf,2022,,,,,5.3,94.64,0.0,0.0,2.78,97.22,13.9,86.1,6.9,93.1,13.3,86.7,9.0,91.0,
Kepak Convenience Foods,https://www.kepak.com/,Food & Drink,https://www.kepak.com/wp-content/uploads/2017/07/2022-12-kepak-GPGR-IRL.pdf,2022.0,14.76,10.76,47.39,63.13,0.0,0.0,0.0,0.0,75.0,71.0,34.0,8.0,61.0,39.0,42.0,58.0,64.0,36.0,22.0,78.0,,,331,SAP: Business Objects Software Limited,337,33.7,17.6,39.3,20.1,https://www.sap.com/uk/documents/2022/12/5acb7ef5-557e-0010-bca6-c68f7e60039b.html,2022,40.8,-0.7,10.6,0.0,92.0,84.0,61.0,71.0,39.4,60.6,41.9,58.1,30.9,69.1,25.8,74.2,,,
Kepak Cork,https://www.kepak.com/,Food & Drink,https://www.kepak.com/wp-content/uploads/2017/07/2022-12-kepak-GPGR-IRL.pdf,2022.0,6.84,8.27,57.87,71.84,100.0,100.0,0.0,0.0,64.0,77.0,3.0,3.0,47.0,53.0,27.0,73.0,14.0,86.0,17.0,83.0,,,332,SAP: SAP Service and Support Centre (Ireland) Limited,338,0.9,9.1,13.1,8.9,https://www.sap.com/uk/documents/2022/12/5acb7ef5-557e-0010-bca6-c68f7e60039b.html,2022,-13.4,-4.9,1.8,0.1,91.0,91.0,69.0,78.0,28.4,71.6,35.8,64.2,41.0,59.0,39.7,60.3,,,
Kepak Longford,https://www.kepak.com/,Food & Drink,https://www.kepak.com/wp-content/uploads/2017/07/2022-12-kepak-GPGR-IRL.pdf,2022.0,4.04,12.29,41.82,38.34,100.0,100.0,0.0,0.0,70.0,83.0,3.0,11.0,41.0,59.0,14.0,86.0,0.0,100.0,23.0,77.0,,,333,Savills Ireland,339,79.0,51.0,46.0,20.0,https://www.savills.ie/news/sav-gender-pay-gap.pdf,2022,,,-48.0,20.0,69.0,71.0,25.0,54.0,51.0,49.0,68.0,32.0,63.0,37.0,27.0,73.0,,,
Kepak McCarren Meats,https://www.kepak.com/,Food & Drink,https://www.kepak.com/wp-content/uploads/2017/07/2022-12-kepak-GPGR-IRL.pdf,2022.0,8.45,11.37,37.8,51.7,0.0,0.0,0.0,0.0,79.0,92.0,0.0,0.0,41.0,59.0,39.0,61.0,18.0,82.0,18.0,82.0,,,334,Screwfix Republic of Ireland,340,29.9,4.8,36.2,1.0,https://www.screwfix.ie/images/general/assets/pdf/Screwfix%20ROI%20Gender%20Pay%20Gap%20Report%202022.pdf,2022,-0.3,-0.4,,,11.4,17.8,0.0,0.9,46.0,54.0,44.0,56.0,40.0,60.0,35.0,65.0,41.0,59.0,
Kerry County Council,https://www.kerrycoco.ie/,"Public Service,Council",https://www.kerrycoco.ie/wp-content/uploads/2022/12/2022-Gender-Pay-Gap.pdf,2022.0,-1.63,-0.8,,,-18.6,-1.64,-7.76,-7.1,,,0.0,0.2,24.8,75.2,33.96,66.04,35.68,64.32,31.54,68.46,32.0,68.0,335,Sherry Fiztgerald,341,4.0,30.0,-6.0,28.0,https://sfgmedia.blob.core.windows.net/upload/structured_content/file_link/138950_GENDER_PAY_PRESENTATION_A4_ART.pdf,2022,,,-12.0,21.0,46.0,54.0,,,69.0,31.0,72.0,28.0,56.0,44.0,49.0,51.0,61.0,39.0,
Kerry Education and Training Board,https://www.kerryetb.ie/,Education,https://www.kerryetb.ie/wp-content/uploads/2023/02/Kerry-ETB-Gender-pay-gap-statement-2022-English-Version.pdf,2022.0,-11.16,-5.7,,,-49.78,-1.54,,,,,,,52.63,47.37,50.43,49.57,54.13,45.87,48.85,51.15,65.0,35.0,336,SIPTU,342,21.2,13.6,50.0,13.0,https://www.siptu.ie/aboutsiptu/genderpaygapreport/file_23210_en.pdf,2022,,,,,97.2,96.5,37.2,77.9,69.2,30.8,84.4,15.6,41.5,58.5,29.7,70.3,44.0,56.0,
Kerry Group,https://www.kerry.com/,Food & Drink,https://www.kerry.com/content/dam/kerry/en/pdf/about/policies-and-statements/irish-gender-pay-report-2022.pdf,2022.0,6.4,5.2,-5.9,13.0,-7.8,27.5,-15.9,-9.8,26.0,22.4,0.5,1.2,44.5,55.5,34.2,65.8,31.7,68.3,37.7,62.3,,,337,Sky,343,23.7,7.2,18.7,5.7,https://static.skyassets.com/contentstack/assets/bltdc2476c7b6b194dd/blt6edefc6d73cf5e77/63a4922dd21c86315ba4f954/ROI_Pay_Gap_Infographic.pdf,2022,-0.1,1.8,-69.7,-69.7,88.7,92.8,78.7,79.0,43.3,56.7,41.1,58.9,29.9,70.1,41.1,58.9,,,
Keywords International Ltd. (Dublin Studio),https://www.keywordsstudios.com/en/,"Technology,Software",https://www.keywordsstudios.com/download/file/b3lkRTErd3FqSnNRbHRFQ0EyeGFOQT09/OUR-GENDER-PAY-GAP-REPORT/,2022.0,2.8,2.8,10.0,0.0,-4.0,-1.0,-29.5,-17.5,48.0,53.0,11.0,13.0,49.0,51.0,47.0,53.0,44.0,56.0,38.0,62.0,44.0,56.0,338,Sligo County Council,344,,2.45,,-6.36,https://www.sligococo.ie/News/Archive/NewsArchive2022/2022GenderPayGapReport/SCC%20-%20Gender%20Pay%20Gap%20Reporting%202022%20-%20Final.pdf,2022,-14.23,-11.44,12.02,6.3,,,,,27.05,72.95,34.71,65.29,49.18,50.82,28.69,71.31,35.0,65.0,
Kildare and Wicklow Education and Training Board,https://kildarewicklow.etb.ie/,Education,https://kildarewicklow.etb.ie/wp-content/uploads/2023/02/KWETB-Gender-pay-gap-report-2022-English-Version.pdf,2022.0,4.25,0.56,,,39.2,2.38,,,,,,,48.28,51.72,50.29,49.71,49.67,50.33,51.53,48.47,70.68,11.73,339,Smurfit Kappa,345,-1.6,1.6,-171.8,-12.8,https://web.archive.org/web/20230604064412/https://www.smurfitkappa.com/ie/-/m/files/policies/ie/smurfit-kappa-gender-pay-gap-report-ireland.pdf?rev=bca05177832c49d493178c992504ae2c,2022,34.1,19.0,13.7,16.6,62.1,70.2,11.1,17.3,28.0,72.0,21.0,79.0,23.0,77.0,40.0,60.0,,,
Kildare County Council,https://kildarecoco.ie/,"Public Service,Council",https://kildarecoco.ie/YourCouncil/Publications/Kildare%20County%20Council%20Gender%20Pay%20Gap%20Report%20Final.pdf,2022.0,-0.07,-7.23,,,-6.35,-7.41,21.47,22.38,,,2.31,2.74,44.73,55.27,27.11,72.89,57.97,42.03,43.96,56.04,43.0,57.0,340,Smyths Toys,346,43.0,4.0,6.0,0.0,https://www.smythstoys.com/ie/en-ie/gender-pay-gap,2022,-1.0,0.0,0.0,2.0,48.0,46.0,47.0,44.0,52.0,48.0,48.0,52.0,51.0,49.0,47.0,53.0,,,
Kilkenny and Carlow Education and Training Board,https://kcetb.ie/,Education,https://kcetb.ie/wp-content/uploads/2023/01/KCETB-Gender-pay-gap-statement-2022-English-Version.pdf,2022.0,12.54,6.97,,,23.2,11.32,,,,,,,48.43,51.57,48.6,51.4,55.24,44.76,48.97,51.03,71.68,28.32,341,Society of St. Vincent de Paul,347,-3.0,1.8,0.0,-7.1,https://www.svp.ie/wp-content/uploads/2022/12/SVP-GPG-Report-2022.pdf,2022,-2.8,-2.9,4.4,-1.9,1.7,1.0,,,66.1,33.9,64.2,35.8,76.7,23.3,68.2,31.8,69.0,31.0,
Kilkenny County Council,https://www.kilkennycoco.ie/,"Public Service,Council",https://www.kilkennycoco.ie/eng/publications/council_publications/gender-report-2022-002-.pdf,2022.0,-0.72,1.88,,,-9.8,-11.23,16.84,23.71,,,,,44.94,55.06,21.91,78.09,20.79,79.21,43.26,56.74,32.0,68.0,342,Sodexo,348,22.0,18.0,0.0,19.0,https://ie.sodexo.com/files/live/sites/com-ie/files/Home/Positive%20Impact/ROI_Gender%20and%20Ethnicity%20Pay%20Gap%20Report%202022%20-%20FINAL.pdf,2022,7.0,4.0,7.0,4.0,21.0,26.0,2.0,5.0,64.0,34.0,51.0,49.0,34.0,66.0,30.0,70.0,56.0,44.0,
Kilkenny Design,https://kilkennydesign.com/,Retail,https://store-q0qjg3nvmk.mybigcommerce.com/content/Kilkenny_Gender_Gap_report_2022.pdf,2022.0,7.7,4.6,-644.0,-68.0,5.5,3.6,,,5.0,9.0,9.0,1.0,86.0,14.0,79.0,21.0,72.0,28.0,76.0,24.0,80.0,20.0,343,South Dublin County Council,349,,-3.06,,-12.07,https://www.sdcc.ie/en/services/our-council/policies-and-plans/gender-pay-gap-report-2022/gender-pay-gap-report-2022.pdf,2022,-12.48,-6.21,-23.96,-17.45,,,6.0,13.0,38.13,61.88,32.19,67.81,66.25,33.75,48.78,51.22,46.0,54.0,
Kilsaran Concrete,https://www.kilsaran.ie/,Manufacturing,https://www.kilsaran.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-2022-with-Cover.pdf,2022.0,-0.61,-7.15,18.05,-11.94,-27.91,-20.65,24.78,17.0,64.18,69.61,22.39,18.0,17.07,82.93,3.05,96.95,6.71,93.29,14.02,85.98,10.21,89.79,344,South East Technological University,350,,11.7,,21.9,https://www.wit.ie/images/uploads/About_PDF/SETU_Gender_Pay_Gap_Report_2022.pdf,2022,23.6,53.8,15.6,24.7,,,,,64.0,36.0,57.0,43.0,48.0,52.0,45.0,55.0,53.7,46.3,
Kingspan Limited,https://www.kingspan.com/ie/en/,Manufacturing,https://www.kingspan.com/content/dam/kingspan/kip-west/documents/kingspan-insulated-panels-gender-pay-report-en-ie.pdf,2022.0,12.8,-0.9,59.9,38.0,,,,,93.6,89.7,,,18.0,82.0,3.0,97.0,9.0,91.0,17.0,83.0,16.0,84.0,345,SSE Airtricity,351,38.7,26.0,52.5,23.0,https://www.sse.com/media/hpud2g1q/sse-ireland-gpg-report-final-version.pdf,2022,19.9,1.8,5.7,24.6,89.9,91.9,48.7,46.5,54.0,46.0,42.1,57.9,30.5,69.5,24.2,75.8,37.7,62.3,
Kostal,https://www.kostal.com/en-gb/,Manufacturing,https://web.archive.org/web/20240118103854/https://cdn-production.kostal.com/-/media/files/news/automobol-elektrik/gender-pay-gap-report-kostal-ireland-20th-december-2022.pdf?rev=b2b8c703fc064463acaee53a3905ee17&hash=426B52E35EE7E01B2B627274EE478974,2022.0,29.8,26.3,,,,,,,97.2,98.3,15.0,85.0,46.4,53.6,16.0,84.0,17.7,82.3,20.0,80.0,,,346,St James's Hospital,352,,-18.0,,-4.0,https://www.stjames.ie/media/St%20Jamess%20Hospital%20Gender%20Pay%20Gap%20Report%202022.pdf,2022,-23.0,-8.0,-23.0,-34.0,,,,,78.0,22.0,78.0,22.0,80.0,20.0,69.0,31.0,,,
